country,unit,variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AFG,tCO2eq per capita,GHG emissions from road transport per capita,0.03171588642115074,0.028696563535226965,0.015764402728982958,0.014252329568154372,0.013340196160304263,0.012437890652478632,0.010567419263026954,0.009057798595721285,0.008131087863522575,0.007639109507895232,0.005706858339504744,0.0051219727854761084,0.003936954272893486,0.005446344828279331,0.004767454198983131,0.007402405517302886,0.009698875631415782,0.00805502366336437,0.026524889517568918,0.053997722048180215,0.07518872772177948,0.14376000981624878,0.1143092506050278,0.06949361671507963,0.049514391202561375,0.06651256527832904,0.04262694642753582,0.056613494955423734,0.056874555827379596,0.05731710853943996,0.05385882432030689
AGO,tCO2eq per capita,GHG emissions from road transport per capita,0.0866897275029466,0.10357214455402977,0.09463653624163837,0.0935544626083094,0.11507949412285606,0.07756022353203125,0.06931536678508202,0.07144814085558676,0.0548170432042501,0.07361509815010155,0.06618102480336496,0.07177310881375411,0.08515471684047951,0.07937882094268585,0.12438188625118332,0.087400278867471,0.1297428381920411,0.15412434165209304,0.19537269596521623,0.22603831036087105,0.24768246105635033,0.26642580293022566,0.26240328473977836,0.2891780332141416,0.28876299258404414,0.28165872714401397,0.27071063651872956,0.22158134551734965,0.21304318397267724,0.19753688262284666,0.16542228950363333
ALB,tCO2eq per capita,GHG emissions from road transport per capita,0.21742641904469803,0.16549203425993098,0.12728153677858503,0.1590042974486,0.20082764511450535,0.19983447630077822,0.19900920167182604,0.15917352558427916,0.23929064893096755,0.4029106501011008,0.42702406291689915,0.45579429104171554,0.5136275325220173,0.5801529347786035,0.7081102057226789,0.7335489557152329,0.5842330716944462,0.6449574214558368,0.6918677891123918,0.7794842875486033,0.7599767231338189,0.7883168410382091,0.7591527892177667,0.8162042487768955,0.8212867525710393,0.8148341508999712,0.7635415199257606,0.7665081979650296,0.6756588692481377,0.6884687759158374,0.6237348999189175
ARE,tCO2eq per capita,GHG emissions from road transport per capita,6.237867260397815,6.059761103760714,5.8085428458973976,5.858431224935404,5.4967940360280805,5.485265080230665,5.282703707306584,4.995927263293878,4.754950849810928,4.623593987112061,4.791422002146093,4.98626989798112,5.455472918724985,5.681041452548552,5.231238383837887,4.889406929307257,4.44204767128312,3.9169519453071127,3.6232580302718698,3.58128305265083,3.458395743484384,3.305184977206319,3.3148866817377,3.7184372022420753,3.799239005697955,3.249495405108726,3.617331858059657,4.210463764568831,3.789896773594673,3.5855537183975557,2.857760282698374
ARG,tCO2eq per capita,GHG emissions from road transport per capita,0.8181305748785173,0.8571795790574335,0.900989481743143,0.9530986494212278,0.9920187549983401,1.0205708362265853,1.0344993805888014,1.0584673054749474,1.0917542694402707,1.0364682831029228,1.001185640255773,0.900537745236541,0.8359130502535405,0.8458447968704784,0.893692154753316,0.9288008746783861,0.9649958330232448,0.9762630997954026,1.0198693418356948,0.9077802881451884,0.9648944484361786,1.0904507590491763,1.0647778497880025,0.9842365458705655,0.9589601811598449,0.9843171790499881,0.9611125331632896,0.9694344895701787,0.9213276759452212,0.8305960204199889,0.7324461773529327
ARM,tCO2eq per capita,GHG emissions from road transport per capita,0.8472046445557638,0.8367350758819131,0.5379899835018968,0.35794264179802565,0.048875018759532034,0.03548947145615847,0.01948079191329623,0.020683948528620866,0.021838640646497192,0.022976463823477997,0.18798920851825174,0.18799710924034788,0.18075011885393952,0.19582536993801727,0.2045479258776658,0.22884808440184057,0.22922460381820514,0.37361613031373025,0.4479127291611854,0.40921415923442933,0.4547266725147134,0.46793627891324835,0.47032045021234364,0.46013537857111053,0.5136402905092461,0.5164972037822515,0.558013631129504,0.5886191638857656,0.5951122351181896,0.5620816518625106,0.5432974878123024
ATG,tCO2eq per capita,GHG emissions from road transport per capita,0.8219115965969968,0.8729800167290058,0.913991822398734,0.8342323745382124,0.8989030713828662,0.9360469345584808,0.9358799834701323,1.0150511043552233,1.4318574550321637,1.586463441090607,1.6531050271685501,1.6292632816142565,1.4880877238243635,1.6811335918094588,1.8015979625872773,1.8653942967273083,1.8639115069818049,1.8705316069452214,1.8704649307913905,2.1642889224490736,2.1247596955583323,2.077860975910364,2.251197201544128,2.3516365686810183,2.4061516939996976,2.3208908358358893,2.240553206728735,2.136789578202777,2.0565972279346085,1.9900782381712403,1.6851877757127685
AUS,tCO2eq per capita,GHG emissions from road transport per capita,3.28572956794862,3.1238516466095807,3.154380023435267,3.1897185447444385,3.2460757950154018,3.2926877744577245,3.3556569204303424,3.380862433439542,3.4001497990486875,3.4328685670506176,3.489887706364538,3.363916737753052,3.4873807769421004,3.4552326758949308,3.5909300620050284,3.529863534332281,3.4927806366829484,3.512550167566114,3.4670712586826795,3.3563646666697395,3.422888349314058,3.442057117306588,3.4039461956195414,3.384887333514959,3.3364233458396058,3.359584842035783,3.3408590942869565,3.3676750684704326,3.3958509436614666,3.317610866150393,2.8120340247116102
AUT,tCO2eq per capita,GHG emissions from road transport per capita,1.7466339795645913,1.9183783098950065,1.899073071070486,1.9021185172648414,1.9012450394512783,1.9263198481482402,2.125865602498399,2.003213067051236,2.2487197843643596,2.169516494826786,2.2717159366845388,2.429968980239839,2.681100797739953,2.8517917956003522,2.872131658403865,2.937619301519271,2.768633961735671,2.779137803482785,2.647963140281507,2.5441405157153807,2.6332973368260104,2.51706235358201,2.5126241665026683,2.621235050542918,2.573264171302951,2.6034544463482994,2.655397831301361,2.702654696764992,2.671557559786352,2.761039832566059,2.363320899589811
AZE,tCO2eq per capita,GHG emissions from road transport per capita,0.7419672558256216,0.5861994958260559,0.47815914739130727,0.438280858328441,0.3836142347513016,0.4058679043832996,0.3107761223753704,0.37740088833604435,0.35228481776822945,0.1707722591838652,0.2693392607409984,0.2900744437321235,0.31436597605222744,0.3342613017816154,0.4009178791308012,0.43436564202172345,0.5348418075207289,0.4078212721848671,0.5131463635118789,0.446742956349794,0.510142524042635,0.5897679849585995,0.6444916130796499,0.7161234379913093,0.7318817447658272,0.6585322186250854,0.5931440937784003,0.6575774872075221,0.6149621355461811,0.6080106869488819,0.5247358611870401
