country,unit,variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AFG,tCO2eq per capita,GHG emissions from transport per capita,0.049923392713089446,0.045529669354484575,0.02545333460885795,0.02344008744419866,0.021511389168883455,0.020439120380580236,0.01882017334445632,0.015533281376584517,0.014857654007519592,0.013384747559386078,0.008846595733090304,0.00819109431706181,0.005740611437024236,0.007809505010183114,0.006904188106219964,0.010346793729185242,0.013026334903437962,0.010987417816588317,0.03297088304458064,0.06431109159048314,0.08554218527816762,0.17254917437624367,0.13772496654031152,0.08632697774734802,0.06112020354978561,0.08061465820942955,0.052918863582280186,0.07028709265849445,0.07061155882388864,0.07115628648540076,0.06672848735064256
AGO,tCO2eq per capita,GHG emissions from transport per capita,0.08878928702941372,0.10502119130524443,0.09576025149318251,0.0943729602745505,0.1158718768774873,0.07807414178565321,0.0698126944121274,0.07168757005648092,0.05504803679132269,0.0740662548022228,0.06639774125510346,0.0719830413909609,0.08573515041424322,0.1536470723881944,0.18663249222284214,0.1292838581973781,0.1657103647535807,0.18911155675386598,0.24332375871811268,0.25956501520479786,0.2816667572106084,0.3006781312152518,0.2727933925603171,0.3004849447908281,0.299324132595134,0.2903356678936379,0.2778610864002619,0.2280265329620389,0.21924001881480062,0.20328719123770053,0.17017935531956346
ALB,tCO2eq per capita,GHG emissions from transport per capita,0.21742698438054345,0.165492433489756,0.1272864144532911,0.1590154120473326,0.20084765034593532,0.19985814380773603,0.1990333459910298,0.1591958028841771,0.2393072151777352,0.5586002188731392,0.5839144499575432,0.6171738488984121,0.7118582573639548,0.7636081670069509,0.8529724951913468,0.8784960034615457,0.8013233497662693,0.7958207533451829,0.8458006629086686,0.8642766033887055,0.8376543797087971,0.8987630684641822,0.8569914133942167,0.940690256337277,0.9558327685676945,0.9432751951173028,0.8956860914821836,0.9105520152902931,0.80262327341563,0.8178561961343863,0.7365511033180411
ARE,tCO2eq per capita,GHG emissions from transport per capita,6.237974587037999,6.059869695776133,5.80859951716895,5.858503710077836,5.496867153915856,5.485367403158214,5.282770202759143,4.995956693984827,4.75494728449382,4.623559641527443,4.7913481811333325,4.9860868943859025,5.4552326440761085,5.680741748701686,5.230921818611273,5.005343005634862,4.553916384468277,4.017752477221834,3.717250533028769,3.663367724728723,3.537780591831717,3.3842842275062597,3.3873588061846513,3.7960019945731136,3.8888564218722843,3.3591355918278687,3.7271650904953812,4.325234421071915,3.8932035148083797,3.683285145804842,2.9359708303000893
ARG,tCO2eq per capita,GHG emissions from transport per capita,1.0423208336746512,1.0902223491385863,1.1606933488660074,1.270529272151456,1.3321350879404152,1.3644592589567157,1.396759132380021,1.4076185451433725,1.4337328898695798,1.3839388395901215,1.337799080413127,1.209930469289813,1.1313786539624773,1.181241432770216,1.294305050141627,1.3429369241793183,1.3605381077787062,1.3376003494983897,1.4917766819487916,1.3479480501959524,1.3497989548733313,1.4458453286514859,1.4186044871800247,1.355748555933373,1.3558436430799516,1.3952013015613525,1.37202098464046,1.3696425492051718,1.3003050063870811,1.1733462770739846,1.0141854142394422
ARM,tCO2eq per capita,GHG emissions from transport per capita,1.0167336728314458,0.8368898742999428,0.5380885448556706,0.3580075736423805,0.04888379678919646,0.03549578152696521,0.019484053707878857,0.020687194490024357,0.021841835341627716,0.022979577144207546,0.1968251720926232,0.19655071281016795,0.18637213980927994,0.201139538731412,0.2088946005502022,0.23425950893614852,0.23502225112184322,0.3813397914734802,0.45539683348242455,0.41256507815015714,0.4577835125453809,0.4720874753522986,0.4769345275998278,0.46602207851137134,0.5197024751575932,0.5524080562757407,0.5922928781535801,0.6181519041796881,0.6246289696883974,0.5892505193224327,0.5600102752600706
ATG,tCO2eq per capita,GHG emissions from transport per capita,1.0807757043417077,1.1370905994192193,1.1810539376813165,1.2026666829894948,1.286295693218851,1.316581549434995,1.3109383873204514,1.3686626031991298,1.781510168338819,2.144788051142298,1.9723731709184682,1.9430262251981558,1.7796031680758129,1.9895115491167679,2.1472130725976077,2.186595230295107,2.143023255382941,2.1763411029049493,2.1796168756118695,2.4925988502933953,2.457755986288765,2.5506867526386556,2.78704629996571,2.8340186967435255,2.939710672144076,2.844970435327184,2.812085992551841,2.681847883384857,2.5811990804407885,2.4977138334139934,2.094823011804591
AUS,tCO2eq per capita,GHG emissions from transport per capita,4.024029477823159,3.8898783875838925,3.9226672108058884,3.9533224246952514,4.013031364755251,4.126800920753486,4.216266364559663,4.256270696345251,4.223355198247127,4.25935528051918,4.334643590686002,4.248094907831556,4.315312487723572,4.341759082041074,4.44054189335006,4.404583614234315,4.408564076353446,4.488401819082564,4.486065730588775,4.38467708901082,4.409198377866034,4.4360680422890315,4.394815104378501,4.389473226922506,4.325290093919301,4.394536731945904,4.4099457030957945,4.440472702728167,4.468678945203174,4.376075147890985,3.5923433180373676
AUT,tCO2eq per capita,GHG emissions from transport per capita,2.00369658695403,2.180478526415265,2.1405776605221543,2.1382863771964873,2.143934645589317,2.174694986785943,2.3781573699443035,2.256917794159819,2.5106492379856102,2.44058403515398,2.5221340981736904,2.7018249519401993,2.9206350004102966,3.109464925854742,3.130146384748052,3.1881278681273026,3.024084622906715,3.0298345868779015,2.892371817692035,2.774841632457715,2.8759681323807866,2.765698859193009,2.734610330961445,2.8549553028743646,2.786428226676141,2.8258278067395386,2.8700241402974216,2.929256280289912,2.889062173878327,2.982602346906166,2.5223205138039564
AZE,tCO2eq per capita,GHG emissions from transport per capita,1.1472175245149958,0.8013441636983758,0.7058368760439173,0.664649323321503,0.5594819230782393,0.5288124111687279,0.44100277458199155,0.4612782571632698,0.4448355283950461,0.27201190664620584,0.38341328245781875,0.4060679290746128,0.4277126549991128,0.4509518969881347,0.5304552988587251,0.6415573708204984,0.6127757890801515,0.5654591973593746,0.6819947981548258,0.6341604916296563,0.7066594058556722,0.7963279581562662,0.85059154277466,0.936401406928956,0.9456549292386566,0.8680752535142037,0.7966202461535434,0.9026153502723201,0.8430174511837345,0.8339266948698475,0.6943886512407808
