category,country,scenario,source,unit,variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
M.0.EL,GIN,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,1040.0,1060.0,1090.0,1120.0,1160.0,1200.0,1280.0,1330.0,1410.0,1480.0,1540.0,1610.0,1670.0,1750.0,1810.0,1870.0,1940.0,2020.0,2050.0,2160.0,2540.0,2650.0,2480.0,2170.0,2220.0,2510.0,2800.0,2940.0,3450.0,3510.0
M.0.EL,GMB,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,204.0,204.0,204.0,216.0,216.0,223.0,227.0,231.0,250.0,283.0,283.0,309.0,309.0,309.0,332.0,336.0,362.0,362.0,376.0,388.0,439.0,458.0,461.0,439.0,520.0,531.0,538.0,545.0,660.0,671.0
M.0.EL,GNB,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,177.0,181.0,185.0,189.0,189.0,189.0,189.0,208.0,179.0,201.0,153.0,157.0,161.0,201.0,209.0,220.0,224.0,239.0,236.0,243.0,247.0,254.0,262.0,266.0,280.0,288.0,302.0,302.0,376.0,383.0
M.0.EL,GNQ,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,64.3,68.0,68.3,72.3,1210.0,1290.0,1420.0,2070.0,2380.0,2630.0,2770.0,5290.0,5460.0,6270.0,7770.0,8800.0,8670.0,7930.0,9050.0,8440.0,8650.0,9530.0,8740.0,8500.0,8020.0,6980.0,6570.0,6030.0,7810.0,7190.0
M.0.EL,GRC,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,83600.0,83500.0,85100.0,84500.0,86600.0,87100.0,89200.0,93900.0,98700.0,98000.0,103000.0,105000.0,105000.0,109000.0,110000.0,114000.0,113000.0,115000.0,111000.0,104000.0,97400.0,94600.0,91400.0,81700.0,78700.0,75000.0,71400.0,74900.0,71800.0,65700.0
M.0.EL,GRD,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,107.0,111.0,118.0,122.0,144.0,151.0,155.0,170.0,177.0,195.0,192.0,195.0,206.0,217.0,206.0,217.0,232.0,239.0,254.0,254.0,261.0,254.0,272.0,305.0,236.0,261.0,269.0,284.0,293.0,304.0
M.0.EL,GTM,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,4460.0,5590.0,7520.0,7890.0,10400.0,10200.0,8970.0,9660.0,10600.0,10300.0,10800.0,11200.0,11600.0,11200.0,11900.0,12800.0,12900.0,12900.0,11600.0,11900.0,11900.0,12100.0,12500.0,13700.0,14800.0,16600.0,17600.0,18600.0,16700.0,18500.0
M.0.EL,GUY,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,1440.0,1450.0,1450.0,1450.0,1450.0,1470.0,1540.0,1690.0,1780.0,1730.0,1700.0,2100.0,1670.0,1670.0,1670.0,1400.0,1310.0,1540.0,1470.0,1650.0,1630.0,1690.0,1690.0,1640.0,1700.0,1730.0,2040.0,2020.0,2240.0,2240.0
M.0.EL,HND,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,2890.0,2930.0,3180.0,3350.0,3670.0,4350.0,4210.0,4110.0,4490.0,4170.0,4270.0,4990.0,5340.0,6180.0,6860.0,7300.0,6640.0,8260.0,8200.0,7790.0,7750.0,8450.0,8870.0,9060.0,9130.0,9920.0,9430.0,9770.0,10300.0,11400.0
M.0.EL,HRV,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,23200.0,17200.0,16500.0,16900.0,16100.0,16800.0,17400.0,18600.0,19000.0,20000.0,19700.0,20800.0,21900.0,23200.0,22900.0,23400.0,23600.0,24900.0,23600.0,21800.0,21000.0,20700.0,19100.0,18400.0,17700.0,17800.0,18100.0,18700.0,17700.0,17800.0
M.0.EL,HTI,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,612.0,613.0,556.0,422.0,211.0,946.0,1070.0,1340.0,1370.0,1570.0,1470.0,1690.0,1960.0,1860.0,2130.0,2230.0,2270.0,2570.0,2570.0,2430.0,2280.0,2280.0,2390.0,2500.0,3030.0,3470.0,3510.0,3550.0,3660.0,3790.0
M.0.EL,HUN,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,73200.0,69700.0,62100.0,63400.0,61800.0,61400.0,63000.0,61600.0,61200.0,61700.0,58400.0,60000.0,59000.0,61800.0,60100.0,60300.0,59600.0,58600.0,57200.0,51500.0,52100.0,50200.0,46800.0,43600.0,43700.0,46600.0,47100.0,49500.0,49400.0,49100.0
M.0.EL,IDN,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,194000.0,213000.0,228000.0,244000.0,258000.0,274000.0,293000.0,310000.0,326000.0,341000.0,338000.0,368000.0,369000.0,398000.0,403000.0,399000.0,405000.0,420000.0,410000.0,425000.0,470000.0,522000.0,560000.0,516000.0,559000.0,565000.0,572000.0,543000.0,591000.0,632000.0
M.0.EL,IND,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,649000.0,695000.0,741000.0,764000.0,813000.0,860000.0,920000.0,950000.0,968000.0,1020000.0,1050000.0,1050000.0,1050000.0,1090000.0,1150000.0,1200000.0,1270000.0,1340000.0,1460000.0,1610000.0,1610000.0,1730000.0,1900000.0,1930000.0,2130000.0,2220000.0,2280000.0,2360000.0,2500000.0,2530000.0
M.0.EL,IRL,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,33000.0,33800.0,33600.0,33900.0,35000.0,35900.0,37500.0,38900.0,40800.0,42500.0,45300.0,47700.0,46200.0,45800.0,46900.0,48900.0,48300.0,48400.0,48000.0,42800.0,42400.0,38700.0,38800.0,37800.0,37400.0,39100.0,40600.0,39500.0,39500.0,37600.0
M.0.EL,IRN,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,214000.0,230000.0,232000.0,241000.0,269000.0,275000.0,280000.0,275000.0,311000.0,379000.0,374000.0,395000.0,402000.0,417000.0,448000.0,474000.0,512000.0,519000.0,542000.0,559000.0,579000.0,593000.0,609000.0,618000.0,655000.0,655000.0,663000.0,710000.0,752000.0,784000.0
M.0.EL,IRQ,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,51500.0,53700.0,67000.0,71300.0,77700.0,81000.0,76000.0,77700.0,82600.0,83900.0,85000.0,98400.0,99200.0,102000.0,114000.0,115000.0,99800.0,62300.0,95300.0,106000.0,116000.0,136000.0,156000.0,167000.0,169000.0,171000.0,197000.0,211000.0,218000.0,234000.0
M.0.EL,ISL,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,2230.0,2110.0,2250.0,2410.0,2360.0,2470.0,2520.0,2620.0,2640.0,2840.0,2930.0,2860.0,2990.0,2980.0,3110.0,2980.0,3150.0,3500.0,3810.0,3730.0,3630.0,3500.0,3500.0,3480.0,3460.0,3540.0,3490.0,3610.0,3660.0,3550.0
M.0.EL,ISR,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,36700.0,37000.0,42900.0,45100.0,48300.0,50800.0,52900.0,55800.0,57800.0,56600.0,61900.0,64700.0,60500.0,63400.0,63500.0,63800.0,64800.0,67700.0,67100.0,64200.0,66100.0,68200.0,73400.0,67300.0,65400.0,67200.0,66200.0,66100.0,64800.0,66900.0
M.0.EL,ITA,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,440000.0,439000.0,439000.0,432000.0,426000.0,450000.0,444000.0,450000.0,462000.0,466000.0,470000.0,471000.0,478000.0,496000.0,502000.0,502000.0,497000.0,491000.0,479000.0,425000.0,436000.0,424000.0,403000.0,370000.0,350000.0,361000.0,358000.0,353000.0,349000.0,340000.0
M.0.EL,JAM,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,7300.0,7490.0,7480.0,7740.0,7930.0,8880.0,9370.0,9710.0,9380.0,9610.0,9970.0,10200.0,9870.0,10300.0,10200.0,10100.0,11200.0,9890.0,10700.0,7940.0,7310.0,7790.0,7410.0,7960.0,7240.0,7480.0,7670.0,7340.0,7510.0,7780.0
M.0.EL,JOR,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,10600.0,10000.0,12200.0,12000.0,13500.0,13600.0,14300.0,14800.0,15100.0,15300.0,16500.0,17200.0,18300.0,19000.0,21000.0,23000.0,23300.0,24300.0,23500.0,24100.0,23300.0,23800.0,26800.0,26800.0,29200.0,28500.0,27200.0,28900.0,23200.0,23600.0
M.0.EL,JPN,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,1160000.0,1170000.0,1180000.0,1170000.0,1230000.0,1240000.0,1250000.0,1240000.0,1200000.0,1240000.0,1260000.0,1250000.0,1280000.0,1290000.0,1280000.0,1290000.0,1270000.0,1300000.0,1230000.0,1160000.0,1210000.0,1260000.0,1310000.0,1320000.0,1260000.0,1220000.0,1200000.0,1190000.0,1140000.0,1110000.0
M.0.EL,KAZ,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,281000.0,272000.0,247000.0,220000.0,186000.0,178000.0,164000.0,156000.0,150000.0,125000.0,149000.0,144000.0,161000.0,179000.0,189000.0,202000.0,221000.0,228000.0,229000.0,223000.0,249000.0,240000.0,246000.0,254000.0,279000.0,289000.0,289000.0,308000.0,317000.0,296000.0
M.0.EL,KEN,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,5610.0,4710.0,5370.0,6080.0,6260.0,7180.0,8480.0,7230.0,8370.0,8160.0,8130.0,7800.0,7130.0,6450.0,7800.0,9530.0,10700.0,11200.0,11800.0,14300.0,14300.0,15600.0,14600.0,15600.0,16800.0,19700.0,20800.0,19700.0,20300.0,20500.0
M.0.EL,KGZ,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,20800.0,17900.0,14800.0,11900.0,8830.0,5730.0,5920.0,6730.0,5710.0,5240.0,5150.0,4890.0,5110.0,5260.0,5480.0,5560.0,5710.0,6690.0,7540.0,7130.0,6570.0,7740.0,10200.0,9840.0,10300.0,10400.0,9820.0,9370.0,11700.0,11100.0
M.0.EL,KHM,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,1280.0,1330.0,1370.0,1410.0,1450.0,1530.0,1550.0,1500.0,1910.0,1930.0,2010.0,2290.0,2240.0,2420.0,2490.0,2820.0,3040.0,3520.0,3930.0,4600.0,5150.0,5250.0,5500.0,5630.0,6550.0,8610.0,10600.0,12900.0,14300.0,18700.0
M.0.EL,KIR,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,14.3,14.3,16.7,19.0,19.0,19.0,18.9,18.9,18.9,18.9,21.2,18.8,25.7,28.0,30.2,31.8,63.4,68.3,64.4,53.8,57.3,53.8,50.2,50.2,57.3,60.9,64.5,64.5,66.3,92.8
M.0.EL,KNA,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,107.0,107.0,111.0,114.0,122.0,129.0,133.0,144.0,151.0,162.0,173.0,177.0,199.0,199.0,214.0,199.0,203.0,218.0,218.0,225.0,222.0,232.0,221.0,225.0,233.0,236.0,240.0,248.0,255.0,264.0
M.0.EL,KOR,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,268000.0,288000.0,307000.0,342000.0,363000.0,389000.0,423000.0,451000.0,384000.0,416000.0,450000.0,466000.0,488000.0,497000.0,502000.0,511000.0,515000.0,533000.0,546000.0,550000.0,602000.0,636000.0,639000.0,646000.0,646000.0,647000.0,657000.0,668000.0,682000.0,659000.0
M.0.EL,KWT,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,40900.0,470000.0,33500.0,54300.0,61900.0,60800.0,56300.0,62100.0,57800.0,59800.0,60300.0,64200.0,65300.0,68400.0,71800.0,80700.0,82500.0,83600.0,90800.0,95100.0,97300.0,94700.0,107000.0,101000.0,96100.0,101000.0,107000.0,110000.0,110000.0,110000.0
M.0.EL,LAO,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,530.0,561.0,607.0,629.0,652.0,690.0,773.0,814.0,842.0,873.0,982.0,1090.0,1190.0,1250.0,1310.0,1370.0,1790.0,1860.0,2160.0,2700.0,3040.0,3210.0,3440.0,4300.0,4490.0,9290.0,14900.0,18700.0,19200.0,26400.0
M.0.EL,LBN,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,9350.0,9460.0,11500.0,12700.0,13200.0,14700.0,15100.0,16000.0,17500.0,16800.0,15500.0,16500.0,16400.0,18700.0,17400.0,16900.0,15000.0,14000.0,17700.0,21400.0,20400.0,20700.0,22400.0,23100.0,25100.0,26900.0,27700.0,29200.0,20600.0,21000.0
M.0.EL,LBR,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,480.0,383.0,400.0,436.0,434.0,436.0,448.0,468.0,499.0,407.0,438.0,465.0,454.0,486.0,565.0,673.0,692.0,648.0,554.0,494.0,780.0,872.0,984.0,899.0,1210.0,1230.0,1380.0,1250.0,1390.0,1410.0
M.0.EL,LBY,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,39300.0,45400.0,44100.0,47600.0,54200.0,57900.0,56600.0,54300.0,54300.0,52900.0,55900.0,55600.0,55100.0,58400.0,59700.0,58800.0,58400.0,54200.0,58200.0,60700.0,65000.0,43100.0,59000.0,58600.0,57000.0,49100.0,42900.0,46400.0,52600.0,50700.0
M.0.EL,LCA,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,171.0,179.0,160.0,244.0,272.0,322.0,333.0,311.0,294.0,331.0,343.0,356.0,308.0,407.0,423.0,398.0,445.0,368.0,385.0,432.0,492.0,448.0,443.0,414.0,467.0,482.0,448.0,472.0,487.0,504.0
M.0.EL,LIE,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,200.0,208.0,208.0,216.0,202.0,205.0,207.0,219.0,230.0,227.0,218.0,216.0,221.0,230.0,231.0,230.0,232.0,202.0,220.0,206.0,192.0,178.0,186.0,193.0,162.0,161.0,150.0,156.0,143.0,149.0
M.0.EL,LKA,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,4060.0,4380.0,5370.0,5250.0,5700.0,6070.0,7240.0,7770.0,8000.0,8790.0,10400.0,10600.0,11200.0,11200.0,12500.0,12200.0,12200.0,12500.0,12500.0,13400.0,13600.0,15500.0,16500.0,15500.0,18500.0,20900.0,24100.0,24200.0,24000.0,26000.0
M.0.EL,LSO,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,1480.0,1530.0,1590.0,1640.0,1680.0,1710.0,1750.0,1780.0,1810.0,1830.0,1860.0,1880.0,1910.0,1940.0,1990.0,2020.0,2040.0,2080.0,2130.0,2220.0,2280.0,2330.0,2400.0,2430.0,2440.0,2330.0,2360.0,2540.0,2610.0,2460.0
M.0.EL,LTU,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,35800.0,37900.0,21200.0,16400.0,15800.0,15100.0,15800.0,15200.0,16000.0,13500.0,11900.0,12600.0,12700.0,12700.0,13300.0,14100.0,14400.0,15800.0,15200.0,13000.0,13900.0,14300.0,14300.0,13400.0,13100.0,13300.0,13400.0,13600.0,13700.0,13900.0
M.0.EL,LUX,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,11800.0,12400.0,12200.0,12400.0,11500.0,9150.0,9200.0,8550.0,7680.0,8130.0,8710.0,9210.0,9980.0,10500.0,11800.0,12100.0,11900.0,11300.0,11200.0,10600.0,11200.0,11100.0,10900.0,10300.0,9840.0,9350.0,9090.0,9260.0,9570.0,9750.0
M.0.EL,LVA,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,19700.0,17900.0,14200.0,11900.0,10400.0,9140.0,9210.0,8680.0,8310.0,7720.0,7080.0,7500.0,7520.0,7730.0,7730.0,7810.0,8310.0,8640.0,8200.0,7460.0,8560.0,7820.0,7530.0,7370.0,7180.0,7270.0,7220.0,7220.0,7870.0,7660.0
M.0.EL,MAR,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,22300.0,23600.0,24600.0,26600.0,27900.0,28800.0,29600.0,30500.0,31300.0,32100.0,33000.0,34900.0,36900.0,38900.0,40700.0,42900.0,44800.0,46800.0,48700.0,50600.0,52500.0,55700.0,58700.0,59100.0,59400.0,60300.0,61200.0,64600.0,66100.0,72000.0
M.0.EL,MCO,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,115.0,116.0,121.0,120.0,120.0,118.0,121.0,120.0,118.0,119.0,116.0,117.0,117.0,114.0,108.0,107.0,100.0,99.9,98.7,93.4,93.2,90.6,93.5,93.6,88.3,89.9,88.7,87.4,89.0,85.0
M.0.EL,MDA,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,37000.0,33100.0,25900.0,18200.0,15000.0,12000.0,11800.0,10800.0,9250.0,7730.0,6940.0,7550.0,7230.0,7900.0,8640.0,8910.0,8220.0,8730.0,9290.0,9650.0,9980.0,10300.0,9810.0,8870.0,9490.0,9880.0,10100.0,10500.0,13100.0,12400.0
M.0.EL,MDG,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,886.0,963.0,936.0,962.0,1190.0,1240.0,1290.0,1560.0,1650.0,1750.0,1800.0,1750.0,1340.0,1770.0,1960.0,1980.0,2060.0,2160.0,2320.0,2140.0,2120.0,2590.0,2980.0,3390.0,3240.0,3650.0,3490.0,4060.0,4300.0,4340.0
M.0.EL,MDV,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,114.0,102.0,152.0,131.0,131.0,199.0,260.0,320.0,326.0,448.0,498.0,530.0,672.0,608.0,784.0,732.0,913.0,951.0,1030.0,1090.0,1160.0,1230.0,1300.0,1390.0,1450.0,1470.0,1630.0,1690.0,1750.0,1820.0
M.0.EL,MEX,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,321000.0,330000.0,333000.0,336000.0,357000.0,349000.0,377000.0,407000.0,432000.0,412000.0,415000.0,404000.0,419000.0,418000.0,422000.0,435000.0,458000.0,497000.0,574000.0,534000.0,508000.0,502000.0,487000.0,495000.0,501000.0,496000.0,504000.0,491000.0,486000.0,473000.0
M.0.EL,MHL,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,60.8,63.8,62.9,68.9,68.9,71.9,71.9,71.9,74.9,71.9,80.9,84.9,91.9,89.7,100.0,97.7,106.0,111.0,115.0,120.0,125.0,128.0,125.0,128.0,132.0,132.0,132.0,135.0,139.0,195.0
M.0.EL,MKD,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,10100.0,9410.0,8830.0,9240.0,8950.0,9140.0,8850.0,9620.0,10300.0,9940.0,9580.0,9710.0,10100.0,9350.0,9110.0,9890.0,8950.0,9460.0,9520.0,9610.0,9700.0,9790.0,9890.0,8970.0,8490.0,7940.0,7780.0,8380.0,7870.0,8950.0
M.0.EL,MLI,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,898.0,922.0,953.0,977.0,999.0,1010.0,1020.0,1060.0,1510.0,1550.0,1580.0,1500.0,1460.0,1390.0,1400.0,1400.0,1620.0,1910.0,2260.0,2540.0,2760.0,3010.0,3200.0,3620.0,3930.0,4200.0,4210.0,4220.0,4850.0,4920.0
M.0.EL,MLT,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,2410.0,2260.0,2320.0,2890.0,2670.0,2460.0,2580.0,2590.0,2550.0,2630.0,2550.0,2670.0,2710.0,2980.0,2850.0,2650.0,2670.0,2740.0,2750.0,2530.0,2580.0,2580.0,2760.0,2440.0,2450.0,1740.0,1410.0,1560.0,1540.0,1670.0
M.0.EL,MMR,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,3610.0,3460.0,4000.0,4350.0,5170.0,5740.0,5980.0,6170.0,6650.0,7330.0,8270.0,7790.0,8130.0,8640.0,9140.0,8520.0,9400.0,9420.0,7260.0,7550.0,9660.0,11100.0,8990.0,9790.0,12100.0,16200.0,18700.0,18600.0,18600.0,25300.0
M.0.EL,MNE,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,2670.0,2740.0,2070.0,1710.0,1530.0,955.0,2010.0,2130.0,2530.0,2550.0,2700.0,2320.0,2820.0,2710.0,2710.0,2470.0,2580.0,2590.0,3140.0,2080.0,2770.0,2990.0,2860.0,2530.0,2410.0,2570.0,2370.0,2470.0,2620.0,2760.0
M.0.EL,MNG,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,10900.0,12600.0,11000.0,10200.0,8900.0,8730.0,7120.0,6940.0,7040.0,7000.0,7330.0,7330.0,7870.0,7780.0,7920.0,9550.0,11400.0,11700.0,11700.0,12100.0,12800.0,14200.0,15700.0,16800.0,16300.0,12800.0,14000.0,19000.0,19600.0,27200.0
M.0.EL,MOZ,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,1070.0,1070.0,1060.0,1140.0,1120.0,1180.0,1160.0,1240.0,1180.0,1240.0,1490.0,2060.0,2050.0,2590.0,2820.0,2740.0,2910.0,3180.0,3120.0,3400.0,3600.0,4100.0,4090.0,5110.0,9340.0,7360.0,9010.0,9560.0,9980.0,10000.0
M.0.EL,MRT,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,899.0,838.0,841.0,917.0,1020.0,1070.0,1130.0,1170.0,1130.0,1160.0,1150.0,1180.0,1300.0,1350.0,1440.0,1500.0,1520.0,1770.0,1850.0,2160.0,2300.0,2530.0,2690.0,2720.0,2750.0,2780.0,2940.0,3100.0,2830.0,2880.0
M.0.EL,MUS,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,1710.0,1770.0,1940.0,2020.0,1870.0,2090.0,2080.0,2010.0,2060.0,2180.0,2300.0,2490.0,2520.0,2680.0,2680.0,2840.0,3460.0,3570.0,3700.0,3680.0,3930.0,3990.0,4080.0,4230.0,4380.0,4380.0,4520.0,4680.0,4620.0,4960.0
M.0.EL,MWI,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,773.0,832.0,830.0,923.0,932.0,945.0,948.0,992.0,970.0,965.0,911.0,828.0,926.0,984.0,995.0,997.0,1020.0,1030.0,1150.0,1160.0,1100.0,1200.0,1170.0,1210.0,1070.0,1160.0,1360.0,1410.0,1490.0,1500.0
M.0.EL,MYS,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,66600.0,76300.0,82100.0,81800.0,89000.0,91300.0,107000.0,124000.0,113000.0,127000.0,139000.0,145000.0,154000.0,168000.0,181000.0,194000.0,193000.0,209000.0,218000.0,207000.0,219000.0,218000.0,237000.0,244000.0,251000.0,254000.0,271000.0,267000.0,277000.0,284000.0
M.0.EL,NAM,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,1070.0,1150.0,1220.0,1320.0,1430.0,1440.0,1530.0,1580.0,1720.0,1850.0,1890.0,2070.0,2120.0,2490.0,2680.0,2850.0,3000.0,3120.0,2960.0,3050.0,3140.0,3150.0,3430.0,3300.0,3670.0,3920.0,4070.0,4220.0,4290.0,4110.0
M.0.EL,NER,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,655.0,745.0,811.0,1070.0,1140.0,1210.0,1470.0,1590.0,1830.0,1870.0,2000.0,1830.0,1880.0,2000.0,2080.0,1770.0,1680.0,1700.0,1850.0,2210.0,2700.0,3020.0,4100.0,4500.0,4910.0,4740.0,4800.0,4650.0,5240.0,5390.0
M.0.EL,NGA,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,84300.0,88500.0,93800.0,93400.0,84200.0,88200.0,102000.0,99900.0,90800.0,89400.0,101000.0,105000.0,94400.0,106000.0,99600.0,104000.0,92700.0,84500.0,90000.0,79800.0,114000.0,132000.0,113000.0,120000.0,126000.0,113000.0,118000.0,132000.0,145000.0,140000.0
M.0.EL,NIC,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,2090.0,2030.0,2420.0,2320.0,2550.0,2800.0,2900.0,3170.0,3440.0,3650.0,3770.0,3970.0,4030.0,4390.0,4430.0,4310.0,4480.0,4620.0,4430.0,4510.0,4540.0,4860.0,4610.0,4410.0,4650.0,5320.0,5520.0,5520.0,5680.0,6320.0
M.0.EL,NIU,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,4.4,4.4,4.4,4.4,4.4,4.47,4.54,4.61,4.68,4.75,4.82,4.97,5.11,5.25,5.4,5.54,6.7,8.1,4.84,5.05,5.05,10.1,10.1,10.1,15.2,10.1,10.1,10.1,10.4,14.6
M.0.EL,NLD,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,162000.0,170000.0,170000.0,170000.0,171000.0,172000.0,181000.0,175000.0,175000.0,170000.0,171000.0,176000.0,176000.0,179000.0,181000.0,177000.0,172000.0,172000.0,175000.0,170000.0,182000.0,168000.0,165000.0,165000.0,158000.0,164000.0,165000.0,163000.0,159000.0,153000.0
M.0.EL,NOR,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,35300.0,33800.0,34700.0,36200.0,38100.0,38700.0,41800.0,42000.0,42200.0,43000.0,42500.0,43900.0,43000.0,44300.0,44600.0,43800.0,44400.0,46100.0,45200.0,43700.0,46100.0,45400.0,45000.0,45000.0,45000.0,45300.0,44400.0,43600.0,43900.0,42200.0
M.0.EL,NPL,HISTCR,PRIMAP-hist_v2.3.1,Gg CO2 / yr,CO2-total-excl-LU,854.0,1160.0,1400.0,1570.0,1810.0,2520.0,2580.0,2880.0,2350.0,3310.0,3150.0,3350.0,2710.0,3100.0,2680.0,3070.0,2540.0,2660.0,3450.0,4260.0,4950.0,5340.0,5600.0,6360.0,7760.0,6920.0,10000.0,11700.0,13100.0,17000.0
